name,price,rating,reviews,checkin_date,checkout_date
Charming apartment - 1BR- 4P - Tour Eiffel,193,8.0,7.0,2025-01-01,2025-01-02
Suites FL By Sweett,137,8.0,179.0,2025-01-01,2025-01-02
Appartement charmant et coloré Montparnasse - II,230,,,2025-01-01,2025-01-02
Hôtel Avama Prony,83,7.0,1.0,2025-01-01,2025-01-02
L'Adresse,110,7.0,305.0,2025-01-01,2025-01-02
Hotel 34B - Astotel,126,8.0,2.0,2025-01-01,2025-01-02
Hotel La Manufacture,103,8.0,2.0,2025-01-01,2025-01-02
ibis Paris Bastille Faubourg St Antoine,102,8.0,1.0,2025-01-01,2025-01-02
Arioso,160,8.0,1.0,2025-01-01,2025-01-02
Hôtel Saint-Pétersbourg Opéra & Spa,205,8.0,5.0,2025-01-01,2025-01-02
Les Artistes,178,9.0,1.0,2025-01-01,2025-01-02
Hotel Armoni Paris,131,8.0,2.0,2025-01-01,2025-01-02
Hôtel Baudelaire Opéra,126,8.0,1.0,2025-01-01,2025-01-02
"Hôtel Hiro, New Hotel 2024",215,8.0,126.0,2025-01-01,2025-01-02
Hôtel Le M,147,8.0,1.0,2025-01-01,2025-01-02
Avalon Cosy Hotel Paris,144,8.0,1.0,2025-01-01,2025-01-02
Le Lampika Hôtel,127,8.0,258.0,2025-01-01,2025-01-02
Hôtel Le Relais Saint-Germain,267,8.0,503.0,2025-01-01,2025-01-02
Nouvel Hôtel Eiffel,126,7.0,1.0,2025-01-01,2025-01-02
Rose Bourbon,121,8.0,1.0,2025-01-01,2025-01-02
Hotel Le Richemont,92,8.0,2.0,2025-01-01,2025-01-02
Hôtel Emile Le Marais,150,7.0,1.0,2025-01-01,2025-01-02
Hôtel Beauquartier Montmartre,105,8.0,1.0,2025-01-01,2025-01-02
Hotel la Perle Montparnasse,82,7.0,1.0,2025-01-01,2025-01-02
Le Petit Cosy Hôtel,110,8.0,1.0,2025-01-01,2025-01-02
Hôtel LEON,139,9.0,226.0,2025-01-02,2025-01-03
Hotel Villa Saxe Eiffel,205,8.0,1.0,2025-01-02,2025-01-03
Hotel Taylor,140,8.0,3.0,2025-01-02,2025-01-03
Les Jardins De La Villa,146,8.0,827.0,2025-01-02,2025-01-03
Sublim by Sweett,152,8.0,944.0,2025-01-02,2025-01-03
Hotel 34B - Astotel,138,8.0,2.0,2025-01-02,2025-01-03
Hôtel Emile Le Marais,150,7.0,1.0,2025-01-02,2025-01-03
Hôtel Petit Saint-Honoré,111,7.0,2.0,2025-01-02,2025-01-03
Hôtel Edouard 6 by Malone,130,8.0,1.0,2025-01-02,2025-01-03
Hôtel Juliette,77,7.0,1.0,2025-01-02,2025-01-03
Rose Bourbon,132,8.0,1.0,2025-01-02,2025-01-03
Kopster Hotel Paris Porte de Versailles,139,8.0,573.0,2025-01-02,2025-01-03
L'Adresse,121,7.0,305.0,2025-01-02,2025-01-03
Hôtel Le M,157,8.0,1.0,2025-01-02,2025-01-03
Elysees Niel Hotel,115,8.0,1.0,2025-01-02,2025-01-03
Hotel des Bains,109,7.0,2.0,2025-01-02,2025-01-03
Hôtel Caron le Marais,150,8.0,782.0,2025-01-02,2025-01-03
Hôtel Bellevue et du Chariot d'Or,112,7.0,4.0,2025-01-02,2025-01-03
Hotel Lilas Blanc,116,8.0,2.0,2025-01-02,2025-01-03
Hotel Lorette - Astotel,115,8.0,2.0,2025-01-02,2025-01-03
Auteuil Tour Eiffel,181,8.0,2.0,2025-01-02,2025-01-03
Hotel Mimosa Paris,90,7.0,2.0,2025-01-02,2025-01-03
Best Western Premier Faubourg 88,121,8.0,904.0,2025-01-02,2025-01-03
"Hôtel Hiro, New Hotel 2024",223,8.0,126.0,2025-01-02,2025-01-03
Monsieur Cadet Hotel & Spa,201,8.0,943.0,2025-01-02,2025-01-03
Charming studio - 2P - Le Marais Rue des Archives,228,8.0,10.0,2025-01-03,2025-01-04
L'Adresse,110,7.0,305.0,2025-01-03,2025-01-04
Hôtel Veryste & Spa Paris,144,8.0,914.0,2025-01-03,2025-01-04
Lennon by Avalon Hotel Paris Gare du Nord,69,7.0,2.0,2025-01-03,2025-01-04
Hotel Monsieur & Spa,170,8.0,1.0,2025-01-03,2025-01-04
Tilsitt Etoile Paris,128,8.0,1.0,2025-01-03,2025-01-04
Hôtel 85 Saint Honore,143,7.0,1.0,2025-01-03,2025-01-04
Avalon Cosy Hotel Paris,138,8.0,1.0,2025-01-03,2025-01-04
Hotel Le Richemont,86,8.0,2.0,2025-01-03,2025-01-04
Hôtel Lodge In Paris 13,70,6.0,3.0,2025-01-03,2025-01-04
Hôtel Océanic - Grands Magasins,158,8.0,1.0,2025-01-03,2025-01-04
Rose Bourbon,126,8.0,1.0,2025-01-03,2025-01-04
Hotel Armoni Paris,139,8.0,2.0,2025-01-03,2025-01-04
Hôtel France Eiffel,99,6.0,4.0,2025-01-03,2025-01-04
ibis Paris Grands Boulevards Opéra 9e,134,8.0,2.0,2025-01-03,2025-01-04
"Hôtel Hiro, New Hotel 2024",175,8.0,126.0,2025-01-03,2025-01-04
Hôtel Avama Prony,94,7.0,1.0,2025-01-03,2025-01-04
Hotel 34B - Astotel,138,8.0,2.0,2025-01-03,2025-01-04
Hôtel Eiffel Rive Gauche,127,7.0,3.0,2025-01-03,2025-01-04
Nouvel Hôtel,95,7.0,1.0,2025-01-03,2025-01-04
Hôtel Juliette,77,7.0,1.0,2025-01-03,2025-01-04
Le Nest by Sweett,146,8.0,973.0,2025-01-03,2025-01-04
Hotel Marais Grands Boulevards,146,8.0,1.0,2025-01-03,2025-01-04
Hôtel Aston Paris,132,7.0,2.0,2025-01-03,2025-01-04
La Villa des Ternes,159,8.0,871.0,2025-01-03,2025-01-04
Cozy Apartment 2BR-6P - Sacré-Coeur Montmartre,302,9.0,5.0,2025-01-04,2025-01-05
Hôtel Chaplain Paris Rive Gauche,137,8.0,1.0,2025-01-04,2025-01-05
Hotel Viator - Gare de Lyon,99,8.0,2.0,2025-01-04,2025-01-05
Avalon Hotel,89,7.0,498.0,2025-01-04,2025-01-05
Hôtel Océanic - Grands Magasins,145,8.0,1.0,2025-01-04,2025-01-05
La Villa des Ternes,131,8.0,871.0,2025-01-04,2025-01-05
Hôtel Veryste & Spa Paris,144,8.0,914.0,2025-01-04,2025-01-05
Hôtel Lodge In Paris 13,70,6.0,3.0,2025-01-04,2025-01-05
citizenM Paris Gare de Lyon,137,8.0,10.0,2025-01-04,2025-01-05
Hotel Lilas Blanc,99,8.0,2.0,2025-01-04,2025-01-05
L'Adresse,110,7.0,305.0,2025-01-04,2025-01-05
Nouvel Hôtel Eiffel,115,7.0,1.0,2025-01-04,2025-01-05
Les Artistes,167,9.0,1.0,2025-01-04,2025-01-05
Maison Albar- Le Champs-Elysées,373,8.0,526.0,2025-01-04,2025-01-05
Rose Bourbon,115,8.0,1.0,2025-01-04,2025-01-05
"Hôtel Hiro, New Hotel 2024",178,8.0,126.0,2025-01-04,2025-01-05
Le Lampika Hôtel,121,8.0,258.0,2025-01-04,2025-01-05
Lennon by Avalon Hotel Paris Gare du Nord,69,7.0,2.0,2025-01-04,2025-01-05
Hôtel 85 Saint Honore,143,7.0,1.0,2025-01-04,2025-01-05
Hotel Armoni Paris,129,8.0,2.0,2025-01-04,2025-01-05
Waldorf Montparnasse,107,8.0,1.0,2025-01-04,2025-01-05
Hotel Mirabeau Eiffel,96,7.0,1.0,2025-01-04,2025-01-05
Amadeus Hotel,99,7.0,2.0,2025-01-04,2025-01-05
Hôtel Juliette,77,7.0,1.0,2025-01-04,2025-01-05
Tilsitt Etoile Paris,128,8.0,1.0,2025-01-04,2025-01-05
Résidence Port Royal - Jardin du Luxembourg,192,9.0,15.0,2025-01-05,2025-01-06
HOY Paris - Yoga Hotel,257,9.0,395.0,2025-01-05,2025-01-06
Hotel Villa Romantic & Spa,157,8.0,2.0,2025-01-05,2025-01-06
Hôtel Saint-Pétersbourg Opéra & Spa,167,8.0,5.0,2025-01-05,2025-01-06
Hotel Aida Opera,112,8.0,3.0,2025-01-05,2025-01-06
Hôtel Galileo Champs Elysées,109,8.0,1.0,2025-01-05,2025-01-06
Les Artistes,121,9.0,1.0,2025-01-05,2025-01-06
Hotel Monsieur Helder,85,8.0,885.0,2025-01-05,2025-01-06
Hôtel Le Relais Saint-Germain,167,8.0,503.0,2025-01-05,2025-01-06
Hotel Monsieur & Spa,132,8.0,1.0,2025-01-05,2025-01-06
Hotel des Carmes by Malone,126,8.0,577.0,2025-01-05,2025-01-06
Hôtel De Nice,91,8.0,2.0,2025-01-05,2025-01-06
Hotel Ekta Champs Elysées,115,8.0,1.0,2025-01-05,2025-01-06
Hotel La Manufacture,80,8.0,2.0,2025-01-05,2025-01-06
Hotel Viator - Gare de Lyon,87,8.0,2.0,2025-01-05,2025-01-06
Hotel Villa Saxe Eiffel,160,8.0,1.0,2025-01-05,2025-01-06
Hotel Relais Bosquet by Malone,119,8.0,1.0,2025-01-05,2025-01-06
Hôtel 85 Saint Honore,110,7.0,1.0,2025-01-05,2025-01-06
Nouvel Hôtel Eiffel,97,7.0,1.0,2025-01-05,2025-01-06
Chatillon Paris Montparnasse,69,8.0,1.0,2025-01-05,2025-01-06
Le 7 Eiffel Hotel by Malone,128,8.0,1.0,2025-01-05,2025-01-06
Le Malown,110,7.0,1.0,2025-01-05,2025-01-06
Le Bellune Paris,135,8.0,2.0,2025-01-05,2025-01-06
Star Champs-Elysées,143,8.0,1.0,2025-01-05,2025-01-06
Hôtel Océanic - Grands Magasins,132,8.0,1.0,2025-01-05,2025-01-06
Stunning apartment - 2BR - 6P - Ste Marguerite,217,9.0,4.0,2025-01-06,2025-01-07
HOY Paris - Yoga Hotel,246,9.0,395.0,2025-01-06,2025-01-07
Hotel Villa Romantic & Spa,157,8.0,2.0,2025-01-06,2025-01-07
Hôtel Le Relais Saint-Germain,167,8.0,503.0,2025-01-06,2025-01-07
Hotel Monsieur & Spa,132,8.0,1.0,2025-01-06,2025-01-07
D'win,88,7.0,1.0,2025-01-06,2025-01-07
Hotel Louis II,132,8.0,593.0,2025-01-06,2025-01-07
Exe Panorama,102,8.0,1.0,2025-01-06,2025-01-07
Hotel Viator - Gare de Lyon,97,8.0,2.0,2025-01-06,2025-01-07
Hotel Villa Saxe Eiffel,169,8.0,1.0,2025-01-06,2025-01-07
Hotel des Carmes by Malone,136,8.0,577.0,2025-01-06,2025-01-07
Hotel Les Bulles De Paris,123,8.0,2.0,2025-01-06,2025-01-07
Rose Bourbon,103,8.0,1.0,2025-01-06,2025-01-07
Hôtel 85 Saint Honore,121,7.0,1.0,2025-01-06,2025-01-07
Leonardo Boutique Hotel Paris Opera,117,8.0,3.0,2025-01-06,2025-01-07
Nouvel Hôtel Eiffel,109,7.0,1.0,2025-01-06,2025-01-07
Hotel La Manufacture,98,8.0,2.0,2025-01-06,2025-01-07
Hôtel du Plat d'Etain,117,8.0,3.0,2025-01-06,2025-01-07
Hôtel de France Gare de Lyon Bastille,122,8.0,4.0,2025-01-06,2025-01-07
Le Glam's Hotel,85,8.0,400.0,2025-01-06,2025-01-07
Hotel Armoni Paris,119,8.0,2.0,2025-01-06,2025-01-07
Hôtel LUX PICPUS,89,8.0,1.0,2025-01-06,2025-01-07
Hotel André Latin,109,8.0,1.0,2025-01-06,2025-01-07
Hotel Beaugrenelle Tour Eiffel,111,7.0,3.0,2025-01-06,2025-01-07
Kyriad Hotel XIII Italie Gobelins,83,7.0,4.0,2025-01-06,2025-01-07
Stunning apartment - 2BR - 6P - Ste Marguerite,218,9.0,4.0,2025-01-07,2025-01-08
HOY Paris - Yoga Hotel,246,9.0,395.0,2025-01-07,2025-01-08
Europe Saint Severin-Paris Notre Dame,115,8.0,2.0,2025-01-07,2025-01-08
Les Artistes,144,9.0,1.0,2025-01-07,2025-01-08
Nouvel Hôtel Eiffel,97,7.0,1.0,2025-01-07,2025-01-08
Le 7 Eiffel Hotel by Malone,128,8.0,1.0,2025-01-07,2025-01-08
Hôtel 85 Saint Honore,121,7.0,1.0,2025-01-07,2025-01-08
Hotel Louis II,144,8.0,593.0,2025-01-07,2025-01-08
Hotel Les Bulles De Paris,123,8.0,2.0,2025-01-07,2025-01-08
Hotel Villa Saxe Eiffel,178,8.0,1.0,2025-01-07,2025-01-08
Hôtel Le Relais Saint-Germain,217,8.0,503.0,2025-01-07,2025-01-08
Hotel Armoni Paris,119,8.0,2.0,2025-01-07,2025-01-08
Hôtel de l'Avre,103,8.0,1.0,2025-01-07,2025-01-08
Hotel Marais Grands Boulevards,124,8.0,1.0,2025-01-07,2025-01-08
Hôtel Kabanel by Happyculture,92,8.0,727.0,2025-01-07,2025-01-08
Tilsitt Etoile Paris,128,8.0,1.0,2025-01-07,2025-01-08
La Villa des Ternes,131,8.0,871.0,2025-01-07,2025-01-08
Hôtel Beauquartier Montmartre,95,8.0,1.0,2025-01-07,2025-01-08
Hôtel Elysées Paris,124,7.0,575.0,2025-01-07,2025-01-08
Hotel Choiseul Opera,130,8.0,5.0,2025-01-07,2025-01-08
Hôtel Aston Paris,111,7.0,2.0,2025-01-07,2025-01-08
Kyriad Hotel XIII Italie Gobelins,88,7.0,4.0,2025-01-07,2025-01-08
Hotel Villa Romantic & Spa,170,8.0,2.0,2025-01-07,2025-01-08
Hotel Trianon Rive Gauche,143,8.0,4.0,2025-01-07,2025-01-08
Moris Grands Boulevards,136,8.0,2.0,2025-01-07,2025-01-08
Cozy Apartment 2BR-6P - Sacré-Coeur Montmartre,249,9.0,5.0,2025-01-08,2025-01-09
Nouvel Hôtel Eiffel,97,7.0,1.0,2025-01-08,2025-01-09
Hôtel Eiffel Turenne,126,8.0,1.0,2025-01-08,2025-01-09
Hotel Les Bulles De Paris,123,8.0,2.0,2025-01-08,2025-01-09
Hôtel Aston Paris,102,7.0,2.0,2025-01-08,2025-01-09
Hotel Louis II,150,8.0,593.0,2025-01-08,2025-01-09
Hotel De La Cite Rougemont,90,8.0,2.0,2025-01-08,2025-01-09
Hôtel Le Relais Saint-Germain,217,8.0,503.0,2025-01-08,2025-01-09
Sublim by Sweett,131,8.0,944.0,2025-01-08,2025-01-09
Hotel Armoni Paris,119,8.0,2.0,2025-01-08,2025-01-09
Hotel Splendor Elysées,99,8.0,1.0,2025-01-08,2025-01-09
Hôtel Kabanel by Happyculture,92,8.0,727.0,2025-01-08,2025-01-09
Hotel Choiseul Opera,130,8.0,5.0,2025-01-08,2025-01-09
Hotel Trianon Rive Gauche,143,8.0,4.0,2025-01-08,2025-01-09
Hôtel Elysées Paris,124,7.0,575.0,2025-01-08,2025-01-09
La Villa des Ternes,131,8.0,871.0,2025-01-08,2025-01-09
Moris Grands Boulevards,136,8.0,2.0,2025-01-08,2025-01-09
Hotel OFF Paris Seine,161,8.0,2.0,2025-01-08,2025-01-09
Hotel Villa Saxe Eiffel,196,8.0,1.0,2025-01-08,2025-01-09
Hôtel 85 Saint Honore,143,7.0,1.0,2025-01-08,2025-01-09
Rose Bourbon,115,8.0,1.0,2025-01-08,2025-01-09
Hotel Relais Bosquet by Malone,144,8.0,1.0,2025-01-08,2025-01-09
Maison Nabis by HappyCulture,157,8.0,1.0,2025-01-08,2025-01-09
Hôtel des Champs-Elysées,220,8.0,1.0,2025-01-08,2025-01-09
Hotel Taylor,154,8.0,3.0,2025-01-08,2025-01-09
Charming apartment 1BR - 4P - Quartier du Mail,225,9.0,4.0,2025-01-09,2025-01-10
Hôtel Océanic - Grands Magasins,132,8.0,1.0,2025-01-09,2025-01-10
Nouvel Hôtel Eiffel,97,7.0,1.0,2025-01-09,2025-01-10
Hôtel Aston Paris,102,7.0,2.0,2025-01-09,2025-01-10
Hôtel Le Relais Saint-Germain,217,8.0,503.0,2025-01-09,2025-01-10
Hotel De La Cite Rougemont,90,8.0,2.0,2025-01-09,2025-01-10
Hotel Choiseul Opera,130,8.0,5.0,2025-01-09,2025-01-10
Hotel Villa Saxe Eiffel,187,8.0,1.0,2025-01-09,2025-01-10
Hotel Trianon Rive Gauche,143,8.0,4.0,2025-01-09,2025-01-10
Tilsitt Etoile Paris,128,8.0,1.0,2025-01-09,2025-01-10
Moris Grands Boulevards,136,8.0,2.0,2025-01-09,2025-01-10
Hôtel Elysées Paris,124,7.0,575.0,2025-01-09,2025-01-10
Le Bellune Paris,143,8.0,2.0,2025-01-09,2025-01-10
Hotel OFF Paris Seine,161,8.0,2.0,2025-01-09,2025-01-10
La Villa des Ternes,131,8.0,871.0,2025-01-09,2025-01-10
Kyriad Hotel XIII Italie Gobelins,88,7.0,4.0,2025-01-09,2025-01-10
Hôtel des Champs-Elysées,220,8.0,1.0,2025-01-09,2025-01-10
Hotel Taylor,154,8.0,3.0,2025-01-09,2025-01-10
Hotel Marais Grands Boulevards,133,8.0,1.0,2025-01-09,2025-01-10
Hôtel Vendome Saint-Germain,151,8.0,2.0,2025-01-09,2025-01-10
Hotel Yllen Eiffel,178,9.0,2.0,2025-01-09,2025-01-10
Hotel Grand Coeur Latin,218,9.0,186.0,2025-01-09,2025-01-10
Hotel Lilas Blanc,105,8.0,2.0,2025-01-09,2025-01-10
Hôtel du Plat d'Etain,139,8.0,3.0,2025-01-09,2025-01-10
Maison Cassandre,160,9.0,245.0,2025-01-09,2025-01-10
Port Royal Hotel,93,7.0,4.0,2025-01-10,2025-01-11
Hôtel Le Relais Saint-Germain,167,8.0,503.0,2025-01-10,2025-01-11
Hotel Splendor Elysées,89,8.0,1.0,2025-01-10,2025-01-11
Hôtel Exquis,90,8.0,1.0,2025-01-10,2025-01-11
Le Bellune Paris,143,8.0,2.0,2025-01-10,2025-01-11
Hôtel Océanic - Grands Magasins,145,8.0,1.0,2025-01-10,2025-01-11
citizenM Paris Gare de Lyon,130,8.0,10.0,2025-01-10,2025-01-11
Moris Grands Boulevards,136,8.0,2.0,2025-01-10,2025-01-11
Hôtel Petit Saint-Honoré,99,7.0,2.0,2025-01-10,2025-01-11
Hôtel 85 Saint Honore,143,7.0,1.0,2025-01-10,2025-01-11
Hotel Armoni Paris,119,8.0,2.0,2025-01-10,2025-01-11
Nouvel Hôtel Eiffel,115,7.0,1.0,2025-01-10,2025-01-11
La Villa des Ternes,131,8.0,871.0,2025-01-10,2025-01-11
Hotel Marais Grands Boulevards,133,8.0,1.0,2025-01-10,2025-01-11
Kyriad Hotel XIII Italie Gobelins,88,7.0,4.0,2025-01-10,2025-01-11
Le 7 Eiffel Hotel by Malone,165,8.0,1.0,2025-01-10,2025-01-11
Hôtel de l'Avre,103,8.0,1.0,2025-01-10,2025-01-11
Hôtel Saint-Pétersbourg Opéra & Spa,186,8.0,5.0,2025-01-10,2025-01-11
Maison Cassandre,160,9.0,245.0,2025-01-10,2025-01-11
Exe Panorama,130,8.0,1.0,2025-01-10,2025-01-11
Hôtel Sanso by HappyCulture,137,8.0,4.0,2025-01-10,2025-01-11
Les Artistes,184,9.0,1.0,2025-01-10,2025-01-11
Hotel Taylor,163,8.0,3.0,2025-01-10,2025-01-11
Appia La Fayette,118,7.0,289.0,2025-01-10,2025-01-11
Hôtel Veryste & Spa Paris,155,8.0,914.0,2025-01-10,2025-01-11
Résidence Port Royal - Jardin du Luxembourg,206,9.0,15.0,2025-01-11,2025-01-12
La Villa des Ternes,131,8.0,871.0,2025-01-11,2025-01-12
Le 7 Eiffel Hotel by Malone,165,8.0,1.0,2025-01-11,2025-01-12
Kyriad Hotel XIII Italie Gobelins,88,7.0,4.0,2025-01-11,2025-01-12
Hotel Armoni Paris,130,8.0,2.0,2025-01-11,2025-01-12
Hôtel Veryste & Spa Paris,161,8.0,914.0,2025-01-11,2025-01-12
Tilsitt Etoile Paris,128,8.0,1.0,2025-01-11,2025-01-12
Hotel Taylor,163,8.0,3.0,2025-01-11,2025-01-12
citizenM Paris Gare de Lyon,148,8.0,10.0,2025-01-11,2025-01-12
Quinzerie hôtel,212,9.0,1.0,2025-01-11,2025-01-12
Le Tsuba Hotel,211,8.0,1.0,2025-01-11,2025-01-12
"Holiday Inn Paris Palais de l'Elysée, an IHG Hotel",184,8.0,731.0,2025-01-11,2025-01-12
L'Adresse,121,7.0,305.0,2025-01-11,2025-01-12
Hôtel Elysées Paris,134,7.0,575.0,2025-01-11,2025-01-12
Hôtel Lodge In Paris 13,70,6.0,3.0,2025-01-11,2025-01-12
Hôtel Exquis,115,8.0,1.0,2025-01-11,2025-01-12
Hôtel Galileo Champs Elysées,195,8.0,1.0,2025-01-11,2025-01-12
Hotel Villa Saxe Eiffel,223,8.0,1.0,2025-01-11,2025-01-12
Elysées Ceramic,142,8.0,3.0,2025-01-11,2025-01-12
Hotel Le Rocroy,132,8.0,1.0,2025-01-11,2025-01-12
Hotel Minerve,145,8.0,3.0,2025-01-11,2025-01-12
Hotel des Carmes by Malone,176,8.0,577.0,2025-01-11,2025-01-12
Grand Hotel Lafayette,177,8.0,1.0,2025-01-11,2025-01-12
LE CLARK HOTEL,196,9.0,352.0,2025-01-11,2025-01-12
Princesse Caroline,169,8.0,913.0,2025-01-11,2025-01-12
Hotel de Flore - Montmartre,103,8.0,3.0,2025-01-12,2025-01-13
Hotel Yllen Eiffel,153,9.0,2.0,2025-01-12,2025-01-13
Hôtel Galileo Champs Elysées,115,8.0,1.0,2025-01-12,2025-01-13
Hôtel Le Relais Saint-Germain,167,8.0,503.0,2025-01-12,2025-01-13
Nouvel Hôtel Eiffel,92,7.0,1.0,2025-01-12,2025-01-13
Hôtel Parisianer,187,8.0,3.0,2025-01-12,2025-01-13
Hôtel Exquis,85,8.0,1.0,2025-01-12,2025-01-13
Le 7 Eiffel Hotel by Malone,118,8.0,1.0,2025-01-12,2025-01-13
Hotel La Manufacture,86,8.0,2.0,2025-01-12,2025-01-13
Hotel Villa Saxe Eiffel,160,8.0,1.0,2025-01-12,2025-01-13
Hôtel du Plat d'Etain,108,8.0,3.0,2025-01-12,2025-01-13
Hôtel Océanic - Grands Magasins,132,8.0,1.0,2025-01-12,2025-01-13
Hotel des Carmes by Malone,136,8.0,577.0,2025-01-12,2025-01-13
Hotel Splendor Elysées,89,8.0,1.0,2025-01-12,2025-01-13
Hotel Monsieur Helder,102,8.0,885.0,2025-01-12,2025-01-13
France Louvre,89,7.0,2.0,2025-01-12,2025-01-13
Hôtel Sanso by HappyCulture,115,8.0,4.0,2025-01-12,2025-01-13
Les Artistes,161,9.0,1.0,2025-01-12,2025-01-13
Hotel Relais Bosquet by Malone,127,8.0,1.0,2025-01-12,2025-01-13
Hotel 10 Opéra by HappyCulture,128,8.0,1.0,2025-01-12,2025-01-13
Hôtel Des Batignolles,79,8.0,3.0,2025-01-12,2025-01-13
Le Bellune Paris,135,8.0,2.0,2025-01-12,2025-01-13
Grand Hôtel De Turin,77,7.0,1.0,2025-01-12,2025-01-13
Exe Panorama,110,8.0,1.0,2025-01-12,2025-01-13
Hotel Etoile Saint Ferdinand by Happyculture,125,8.0,1.0,2025-01-12,2025-01-13
Charming apartment 1BR - 4P - Quartier du Mail,232,9.0,4.0,2025-01-13,2025-01-14
Hôtel Saint-Pétersbourg Opéra & Spa,176,8.0,5.0,2025-01-13,2025-01-14
Hôtel Veryste & Spa Paris,132,8.0,914.0,2025-01-13,2025-01-14
Hotel Mimosa Paris,75,7.0,2.0,2025-01-13,2025-01-14
Le Bellune Paris,150,8.0,2.0,2025-01-13,2025-01-14
Hôtel Le Relais Saint-Germain,217,8.0,503.0,2025-01-13,2025-01-14
Hôtel B55,133,8.0,1.0,2025-01-13,2025-01-14
Hotel Aida Opera,131,8.0,3.0,2025-01-13,2025-01-14
Maison Malesherbes,151,8.0,644.0,2025-01-13,2025-01-14
Hotel Bleu de Grenelle - Tour Eiffel,164,8.0,2.0,2025-01-13,2025-01-14
Moris Grands Boulevards,151,8.0,2.0,2025-01-13,2025-01-14
Le 7 Eiffel Hotel by Malone,165,8.0,1.0,2025-01-13,2025-01-14
Hotel Saint-Louis Pigalle,126,8.0,2.0,2025-01-13,2025-01-14
Hôtel Jules & Jim,201,9.0,618.0,2025-01-13,2025-01-14
Grand Hotel Lafayette,169,8.0,1.0,2025-01-13,2025-01-14
Exe Panorama,136,8.0,1.0,2025-01-13,2025-01-14
Hotel des Carmes by Malone,166,8.0,577.0,2025-01-13,2025-01-14
Avalon Cosy Hotel Paris,144,8.0,1.0,2025-01-13,2025-01-14
HOTEL SOOKIE,177,8.0,466.0,2025-01-13,2025-01-14
Maison Cassandre,160,9.0,245.0,2025-01-13,2025-01-14
Hotel Le Rocroy,126,8.0,1.0,2025-01-13,2025-01-14
Walled off Hotel Paris,92,7.0,2.0,2025-01-13,2025-01-14
citizenM Paris Gare de Lyon,164,8.0,10.0,2025-01-13,2025-01-14
Le Lampika Hôtel,132,8.0,258.0,2025-01-13,2025-01-14
Hotel Eiffel Segur,128,7.0,3.0,2025-01-13,2025-01-14
Résidence Port Royal - Jardin du Luxembourg,193,9.0,15.0,2025-01-14,2025-01-15
Hôtel Vendome Saint-Germain,151,8.0,2.0,2025-01-14,2025-01-15
Hotel des Carmes by Malone,166,8.0,577.0,2025-01-14,2025-01-15
Le Bellune Paris,150,8.0,2.0,2025-01-14,2025-01-15
Maison Cassandre,160,9.0,245.0,2025-01-14,2025-01-15
France Louvre,108,7.0,2.0,2025-01-14,2025-01-15
Grand Hotel Lafayette,177,8.0,1.0,2025-01-14,2025-01-15
Hotel Minerve,141,8.0,3.0,2025-01-14,2025-01-15
Hotel Opéra Opal,149,8.0,962.0,2025-01-14,2025-01-15
CMG - Résidence Marais,96,8.0,66.0,2025-01-14,2025-01-15
HOTEL SOOKIE,177,8.0,466.0,2025-01-14,2025-01-15
UNE AUTRE CHAMBRE,192,9.0,37.0,2025-01-14,2025-01-15
Hotel Duminy-Vendome,273,8.0,1.0,2025-01-14,2025-01-15
Hotel Le Rocroy,132,8.0,1.0,2025-01-14,2025-01-15
Nice dupleix 5mins walk to gare monparnasse,163,,,2025-01-14,2025-01-15
Hôtel de Notre-Dame,143,8.0,1.0,2025-01-14,2025-01-15
Hôtel Le Marianne,237,8.0,446.0,2025-01-14,2025-01-15
Hotel Brady - Gare de l'Est,118,8.0,1.0,2025-01-14,2025-01-15
Hôtel Oratio,163,8.0,1.0,2025-01-14,2025-01-15
Les Rives Oceanik,174,9.0,328.0,2025-01-14,2025-01-15
Le 7 Eiffel Hotel by Malone,174,8.0,1.0,2025-01-14,2025-01-15
Avalon Cosy Hotel Paris,160,8.0,1.0,2025-01-14,2025-01-15
Hôtel B55,143,8.0,1.0,2025-01-14,2025-01-15
Hotel de Flore - Montmartre,110,8.0,3.0,2025-01-14,2025-01-15
Legend Hôtel Paris,178,8.0,1.0,2025-01-14,2025-01-15
Résidence Port Royal - Jardin du Luxembourg,208,9.0,15.0,2025-01-15,2025-01-16
Le 7 Eiffel Hotel by Malone,165,8.0,1.0,2025-01-15,2025-01-16
Les Artistes,196,9.0,1.0,2025-01-15,2025-01-16
CMG - Résidence Marais,96,8.0,66.0,2025-01-15,2025-01-16
Le Bellune Paris,150,8.0,2.0,2025-01-15,2025-01-16
Quinzerie hôtel,220,9.0,1.0,2025-01-15,2025-01-16
Hôtel Clauzel Paris,83,7.0,3.0,2025-01-15,2025-01-16
Golden Tulip Opera de Noailles,217,8.0,1.0,2025-01-15,2025-01-16
Hôtel Dress Code,238,8.0,1.0,2025-01-15,2025-01-16
citizenM Paris Gare de Lyon,186,8.0,10.0,2025-01-15,2025-01-16
Hotel Duminy-Vendome,287,8.0,1.0,2025-01-15,2025-01-16
Hôtel Raspail Montparnasse,187,8.0,1.0,2025-01-15,2025-01-16
Hotel Minerve,148,8.0,3.0,2025-01-15,2025-01-16
Hotel Saint-Louis Pigalle,140,8.0,2.0,2025-01-15,2025-01-16
Hotel Royal Phare,171,8.0,2.0,2025-01-15,2025-01-16
